system:index,NDVI,.geo
760,0.026889746783899996,"{""type"":""Polygon"",""coordinates"":[[[35.833333333333336,19.130744601663896],[36.16666666666666,19.130744601663896],[36.166666666666664,19.39163998513589],[35.833333333333336,19.39163998513589],[35.833333333333336,19.130744601663896]]]}"
761,0.02834637709254699,"{""type"":""Polygon"",""coordinates"":[[[36.16666666666666,19.130744601663896],[36.5,19.130744601663896],[36.5,19.39163998513589],[36.166666666666664,19.39163998513589],[36.16666666666666,19.130744601663896]]]}"
762,0.022884090712647714,"{""type"":""Polygon"",""coordinates"":[[[36.5,19.130744601663896],[36.833333333333336,19.130744601663896],[36.833333333333336,19.39163998513589],[36.5,19.39163998513589],[36.5,19.130744601663896]]]}"
763,0.00839767068853574,"{""type"":""Polygon"",""coordinates"":[[[36.833333333333336,19.130744601663896],[37.166666666666664,19.130744601663892],[37.166666666666664,19.391639985135892],[36.833333333333336,19.39163998513589],[36.833333333333336,19.130744601663896]]]}"
764,-0.01937741007046111,"{""type"":""Polygon"",""coordinates"":[[[37.166666666666664,19.130744601663892],[37.5,19.130744601663896],[37.5,19.39163998513589],[37.166666666666664,19.391639985135892],[37.166666666666664,19.130744601663892]]]}"
765,-0.041781657086822625,"{""type"":""Polygon"",""coordinates"":[[[37.5,19.130744601663896],[37.833333333333336,19.130744601663896],[37.833333333333336,19.391639985135892],[37.5,19.39163998513589],[37.5,19.130744601663896]]]}"
766,-0.04614510980486268,"{""type"":""Polygon"",""coordinates"":[[[37.833333333333336,19.130744601663896],[38.16666666666668,19.130744601663896],[38.166666666666664,19.39163998513589],[37.833333333333336,19.391639985135892],[37.833333333333336,19.130744601663896]]]}"
767,-0.05065100558487253,"{""type"":""Polygon"",""coordinates"":[[[38.16666666666668,19.130744601663896],[38.5,19.130744601663896],[38.5,19.391639985135892],[38.166666666666664,19.39163998513589],[38.16666666666668,19.130744601663896]]]}"
768,-0.051007734274728406,"{""type"":""Polygon"",""coordinates"":[[[38.5,19.130744601663896],[38.83333333333334,19.130744601663896],[38.83333333333334,19.39163998513589],[38.5,19.391639985135892],[38.5,19.130744601663896]]]}"
769,-0.05035630431727458,"{""type"":""Polygon"",""coordinates"":[[[38.83333333333334,19.130744601663896],[39.16666666666668,19.130744601663896],[39.16666666666667,19.39163998513589],[38.83333333333334,19.39163998513589],[38.83333333333334,19.130744601663896]]]}"
770,-0.05107844807719313,"{""type"":""Polygon"",""coordinates"":[[[39.16666666666668,19.130744601663896],[39.5,19.130744601663896],[39.50000000000001,19.39163998513589],[39.16666666666667,19.39163998513589],[39.16666666666668,19.130744601663896]]]}"
771,-0.04978645503278567,"{""type"":""Polygon"",""coordinates"":[[[39.5,19.130744601663896],[39.83333333333334,19.130744601663896],[39.83333333333334,19.39163998513589],[39.50000000000001,19.39163998513589],[39.5,19.130744601663896]]]}"
772,-0.048147001241485514,"{""type"":""Polygon"",""coordinates"":[[[39.83333333333334,19.130744601663896],[40.16666666666667,19.130744601663896],[40.16666666666667,19.39163998513589],[39.83333333333334,19.39163998513589],[39.83333333333334,19.130744601663896]]]}"
773,-0.04890112461671175,"{""type"":""Polygon"",""coordinates"":[[[40.16666666666667,19.130744601663896],[40.50000000000001,19.130744601663896],[40.50000000000001,19.39163998513589],[40.16666666666667,19.39163998513589],[40.16666666666667,19.130744601663896]]]}"
774,-0.053270917052308776,"{""type"":""Polygon"",""coordinates"":[[[40.50000000000001,19.130744601663896],[40.833333333333336,19.130744601663896],[40.83333333333334,19.39163998513589],[40.50000000000001,19.39163998513589],[40.50000000000001,19.130744601663896]]]}"
775,-0.03292536345140704,"{""type"":""Polygon"",""coordinates"":[[[40.833333333333336,19.130744601663896],[41.16666666666667,19.130744601663896],[41.16666666666667,19.391639985135892],[40.83333333333334,19.39163998513589],[40.833333333333336,19.130744601663896]]]}"
776,0.021842902499537704,"{""type"":""Polygon"",""coordinates"":[[[41.16666666666667,19.130744601663896],[41.5,19.130744601663896],[41.5,19.39163998513589],[41.16666666666667,19.391639985135892],[41.16666666666667,19.130744601663896]]]}"
777,0.05363631786502203,"{""type"":""Polygon"",""coordinates"":[[[41.5,19.130744601663896],[41.833333333333336,19.130744601663896],[41.833333333333336,19.39163998513589],[41.5,19.39163998513589],[41.5,19.130744601663896]]]}"
778,0.10348042345216779,"{""type"":""Polygon"",""coordinates"":[[[41.833333333333336,19.130744601663896],[42.16666666666667,19.130744601663896],[42.16666666666667,19.39163998513589],[41.833333333333336,19.39163998513589],[41.833333333333336,19.130744601663896]]]}"
779,0.04715498843686067,"{""type"":""Polygon"",""coordinates"":[[[42.16666666666667,19.130744601663896],[42.5,19.130744601663896],[42.5,19.391639985135892],[42.16666666666667,19.39163998513589],[42.16666666666667,19.130744601663896]]]}"
780,0.029291547393831486,"{""type"":""Polygon"",""coordinates"":[[[42.5,19.130744601663896],[42.833333333333336,19.130744601663896],[42.833333333333336,19.391639985135892],[42.5,19.391639985135892],[42.5,19.130744601663896]]]}"
781,0.03226969293652924,"{""type"":""Polygon"",""coordinates"":[[[42.833333333333336,19.130744601663896],[43.16666666666667,19.130744601663896],[43.16666666666667,19.39163998513589],[42.833333333333336,19.391639985135892],[42.833333333333336,19.130744601663896]]]}"
782,0.03031824852485238,"{""type"":""Polygon"",""coordinates"":[[[43.16666666666667,19.130744601663896],[43.5,19.130744601663896],[43.50000000000001,19.39163998513589],[43.16666666666667,19.39163998513589],[43.16666666666667,19.130744601663896]]]}"
783,0.032830322352591146,"{""type"":""Polygon"",""coordinates"":[[[43.5,19.130744601663896],[43.833333333333336,19.130744601663896],[43.833333333333336,19.39163998513589],[43.50000000000001,19.39163998513589],[43.5,19.130744601663896]]]}"
784,0.04837367084422676,"{""type"":""Polygon"",""coordinates"":[[[43.833333333333336,19.130744601663896],[44.166666666666664,19.130744601663896],[44.16666666666667,19.39163998513589],[43.833333333333336,19.39163998513589],[43.833333333333336,19.130744601663896]]]}"
785,0.05043907722527739,"{""type"":""Polygon"",""coordinates"":[[[44.166666666666664,19.130744601663896],[44.50000000000001,19.130744601663896],[44.50000000000001,19.39163998513589],[44.16666666666667,19.39163998513589],[44.166666666666664,19.130744601663896]]]}"
786,0.0480262763305418,"{""type"":""Polygon"",""coordinates"":[[[44.50000000000001,19.130744601663896],[44.833333333333336,19.130744601663896],[44.833333333333336,19.39163998513589],[44.50000000000001,19.39163998513589],[44.50000000000001,19.130744601663896]]]}"
787,0.048864307889839115,"{""type"":""Polygon"",""coordinates"":[[[44.833333333333336,19.130744601663896],[45.16666666666668,19.130744601663896],[45.16666666666668,19.39163998513589],[44.833333333333336,19.39163998513589],[44.833333333333336,19.130744601663896]]]}"
788,0.059724130748643835,"{""type"":""Polygon"",""coordinates"":[[[45.16666666666668,19.130744601663896],[45.5,19.130744601663896],[45.5,19.39163998513589],[45.16666666666668,19.39163998513589],[45.16666666666668,19.130744601663896]]]}"
789,0.05880848104973142,"{""type"":""Polygon"",""coordinates"":[[[45.5,19.130744601663896],[45.833333333333336,19.130744601663896],[45.83333333333333,19.39163998513589],[45.5,19.39163998513589],[45.5,19.130744601663896]]]}"
790,0.056809246123693105,"{""type"":""Polygon"",""coordinates"":[[[45.833333333333336,19.130744601663896],[46.16666666666667,19.130744601663896],[46.166666666666664,19.39163998513589],[45.83333333333333,19.39163998513589],[45.833333333333336,19.130744601663896]]]}"
791,0.05173494684765267,"{""type"":""Polygon"",""coordinates"":[[[46.16666666666667,19.130744601663896],[46.5,19.130744601663896],[46.5,19.39163998513589],[46.166666666666664,19.39163998513589],[46.16666666666667,19.130744601663896]]]}"
792,0.0478823337503108,"{""type"":""Polygon"",""coordinates"":[[[46.5,19.130744601663896],[46.833333333333336,19.130744601663896],[46.833333333333336,19.39163998513589],[46.5,19.39163998513589],[46.5,19.130744601663896]]]}"
793,0.04732628333362994,"{""type"":""Polygon"",""coordinates"":[[[46.833333333333336,19.130744601663896],[47.16666666666667,19.130744601663896],[47.16666666666667,19.391639985135892],[46.833333333333336,19.39163998513589],[46.833333333333336,19.130744601663896]]]}"
794,0.046181322550720154,"{""type"":""Polygon"",""coordinates"":[[[47.16666666666667,19.130744601663896],[47.5,19.130744601663892],[47.5,19.39163998513589],[47.16666666666667,19.391639985135892],[47.16666666666667,19.130744601663896]]]}"
795,0.04480912996462237,"{""type"":""Polygon"",""coordinates"":[[[47.5,19.130744601663892],[47.833333333333336,19.130744601663896],[47.833333333333336,19.39163998513589],[47.5,19.39163998513589],[47.5,19.130744601663892]]]}"
796,0.03913649673438457,"{""type"":""Polygon"",""coordinates"":[[[47.833333333333336,19.130744601663896],[48.16666666666667,19.130744601663896],[48.16666666666667,19.39163998513589],[47.833333333333336,19.39163998513589],[47.833333333333336,19.130744601663896]]]}"
797,0.03729098322951041,"{""type"":""Polygon"",""coordinates"":[[[48.16666666666667,19.130744601663896],[48.5,19.130744601663896],[48.5,19.391639985135892],[48.16666666666667,19.39163998513589],[48.16666666666667,19.130744601663896]]]}"
798,0.039107215340134845,"{""type"":""Polygon"",""coordinates"":[[[48.5,19.130744601663896],[48.83333333333333,19.130744601663896],[48.833333333333336,19.391639985135892],[48.5,19.391639985135892],[48.5,19.130744601663896]]]}"
799,0.0371747797789432,"{""type"":""Polygon"",""coordinates"":[[[48.83333333333333,19.130744601663896],[49.16666666666667,19.130744601663896],[49.16666666666667,19.39163998513589],[48.833333333333336,19.391639985135892],[48.83333333333333,19.130744601663896]]]}"
800,0.03497599892798366,"{""type"":""Polygon"",""coordinates"":[[[49.16666666666667,19.130744601663896],[49.5,19.130744601663896],[49.5,19.39163998513589],[49.16666666666667,19.39163998513589],[49.16666666666667,19.130744601663896]]]}"
801,0.03557889883171035,"{""type"":""Polygon"",""coordinates"":[[[49.5,19.130744601663896],[49.83333333333333,19.130744601663896],[49.83333333333333,19.39163998513589],[49.5,19.39163998513589],[49.5,19.130744601663896]]]}"
802,0.03788393683079727,"{""type"":""Polygon"",""coordinates"":[[[49.83333333333333,19.130744601663896],[50.16666666666667,19.130744601663896],[50.16666666666667,19.39163998513589],[49.83333333333333,19.39163998513589],[49.83333333333333,19.130744601663896]]]}"
803,0.03644199059984922,"{""type"":""Polygon"",""coordinates"":[[[50.16666666666667,19.130744601663896],[50.5,19.130744601663896],[50.5,19.39163998513589],[50.16666666666667,19.39163998513589],[50.16666666666667,19.130744601663896]]]}"
804,0.039208445970784475,"{""type"":""Polygon"",""coordinates"":[[[50.5,19.130744601663896],[50.83333333333334,19.130744601663896],[50.83333333333334,19.39163998513589],[50.5,19.39163998513589],[50.5,19.130744601663896]]]}"
805,0.04586996035322811,"{""type"":""Polygon"",""coordinates"":[[[50.83333333333334,19.130744601663896],[51.16666666666667,19.130744601663896],[51.16666666666668,19.39163998513589],[50.83333333333334,19.39163998513589],[50.83333333333334,19.130744601663896]]]}"
806,0.051097144623601765,"{""type"":""Polygon"",""coordinates"":[[[51.16666666666667,19.130744601663896],[51.5,19.130744601663896],[51.5,19.391639985135892],[51.16666666666668,19.39163998513589],[51.16666666666667,19.130744601663896]]]}"
807,0.05413745847201829,"{""type"":""Polygon"",""coordinates"":[[[51.5,19.130744601663896],[51.83333333333334,19.130744601663896],[51.83333333333334,19.39163998513589],[51.5,19.391639985135892],[51.5,19.130744601663896]]]}"
808,0.05811316778736689,"{""type"":""Polygon"",""coordinates"":[[[51.83333333333334,19.130744601663896],[52.16666666666668,19.130744601663896],[52.16666666666667,19.391639985135892],[51.83333333333334,19.39163998513589],[51.83333333333334,19.130744601663896]]]}"
809,0.06324224767784097,"{""type"":""Polygon"",""coordinates"":[[[52.16666666666668,19.130744601663896],[52.5,19.130744601663896],[52.50000000000001,19.39163998513589],[52.16666666666667,19.391639985135892],[52.16666666666668,19.130744601663896]]]}"
810,0.0729211367908834,"{""type"":""Polygon"",""coordinates"":[[[52.5,19.130744601663896],[52.83333333333334,19.130744601663892],[52.83333333333334,19.39163998513589],[52.50000000000001,19.39163998513589],[52.5,19.130744601663896]]]}"
811,0.0768844467572499,"{""type"":""Polygon"",""coordinates"":[[[52.83333333333334,19.130744601663892],[53.16666666666667,19.130744601663896],[53.16666666666667,19.39163998513589],[52.83333333333334,19.39163998513589],[52.83333333333334,19.130744601663892]]]}"
812,0.07054526386338716,"{""type"":""Polygon"",""coordinates"":[[[53.16666666666667,19.130744601663896],[53.5,19.130744601663892],[53.5,19.39163998513589],[53.16666666666667,19.39163998513589],[53.16666666666667,19.130744601663896]]]}"
813,0.06419866745862429,"{""type"":""Polygon"",""coordinates"":[[[53.5,19.130744601663892],[53.83333333333334,19.130744601663896],[53.83333333333334,19.39163998513589],[53.5,19.39163998513589],[53.5,19.130744601663892]]]}"
814,0.044987861495016594,"{""type"":""Polygon"",""coordinates"":[[[53.83333333333334,19.130744601663896],[54.16666666666667,19.130744601663896],[54.16666666666667,19.39163998513589],[53.83333333333334,19.39163998513589],[53.83333333333334,19.130744601663896]]]}"
815,0.04304529343092703,"{""type"":""Polygon"",""coordinates"":[[[54.16666666666667,19.130744601663896],[54.50000000000001,19.130744601663896],[54.50000000000001,19.391639985135892],[54.16666666666667,19.39163998513589],[54.16666666666667,19.130744601663896]]]}"
816,0.037987626511214116,"{""type"":""Polygon"",""coordinates"":[[[54.50000000000001,19.130744601663896],[54.83333333333335,19.130744601663896],[54.83333333333335,19.39163998513589],[54.50000000000001,19.391639985135892],[54.50000000000001,19.130744601663896]]]}"
817,0.032747105689105875,"{""type"":""Polygon"",""coordinates"":[[[54.83333333333335,19.130744601663896],[55.16666666666667,19.130744601663896],[55.166666666666664,19.39163998513589],[54.83333333333335,19.39163998513589],[54.83333333333335,19.130744601663896]]]}"
818,0.02930435980773681,"{""type"":""Polygon"",""coordinates"":[[[55.16666666666667,19.130744601663896],[55.50000000000001,19.130744601663896],[55.50000000000001,19.39163998513589],[55.166666666666664,19.39163998513589],[55.16666666666667,19.130744601663896]]]}"
819,0.028121001979681124,"{""type"":""Polygon"",""coordinates"":[[[34.50000000000001,19.39163998513589],[34.833333333333336,19.39163998513589],[34.833333333333336,19.652535368607886],[34.50000000000001,19.652535368607886],[34.50000000000001,19.39163998513589]]]}"
820,0.028537222877768626,"{""type"":""Polygon"",""coordinates"":[[[34.833333333333336,19.39163998513589],[35.166666666666664,19.39163998513589],[35.16666666666667,19.652535368607882],[34.833333333333336,19.652535368607886],[34.833333333333336,19.39163998513589]]]}"
821,0.024809642214117564,"{""type"":""Polygon"",""coordinates"":[[[35.166666666666664,19.39163998513589],[35.50000000000001,19.391639985135892],[35.50000000000001,19.652535368607886],[35.16666666666667,19.652535368607882],[35.166666666666664,19.39163998513589]]]}"
822,0.0278598704397751,"{""type"":""Polygon"",""coordinates"":[[[35.50000000000001,19.391639985135892],[35.833333333333336,19.39163998513589],[35.83333333333333,19.652535368607886],[35.50000000000001,19.652535368607886],[35.50000000000001,19.391639985135892]]]}"
823,0.026069681681899583,"{""type"":""Polygon"",""coordinates"":[[[35.833333333333336,19.39163998513589],[36.166666666666664,19.39163998513589],[36.166666666666664,19.652535368607886],[35.83333333333333,19.652535368607886],[35.833333333333336,19.39163998513589]]]}"
824,0.022120466002075123,"{""type"":""Polygon"",""coordinates"":[[[36.166666666666664,19.39163998513589],[36.5,19.39163998513589],[36.50000000000001,19.652535368607886],[36.166666666666664,19.652535368607886],[36.166666666666664,19.39163998513589]]]}"
825,0.017362559131274564,"{""type"":""Polygon"",""coordinates"":[[[36.5,19.39163998513589],[36.833333333333336,19.39163998513589],[36.833333333333336,19.652535368607886],[36.50000000000001,19.652535368607886],[36.5,19.39163998513589]]]}"
826,0.008739221938268139,"{""type"":""Polygon"",""coordinates"":[[[36.833333333333336,19.39163998513589],[37.166666666666664,19.391639985135892],[37.166666666666664,19.652535368607886],[36.833333333333336,19.652535368607886],[36.833333333333336,19.39163998513589]]]}"
827,-0.02620443877018839,"{""type"":""Polygon"",""coordinates"":[[[37.166666666666664,19.391639985135892],[37.5,19.39163998513589],[37.5,19.652535368607886],[37.166666666666664,19.652535368607886],[37.166666666666664,19.391639985135892]]]}"
828,-0.04129125372628495,"{""type"":""Polygon"",""coordinates"":[[[37.5,19.39163998513589],[37.833333333333336,19.391639985135892],[37.833333333333336,19.652535368607886],[37.5,19.652535368607886],[37.5,19.39163998513589]]]}"
829,-0.044640667376766904,"{""type"":""Polygon"",""coordinates"":[[[37.833333333333336,19.391639985135892],[38.166666666666664,19.39163998513589],[38.16666666666668,19.652535368607886],[37.833333333333336,19.652535368607886],[37.833333333333336,19.391639985135892]]]}"
830,-0.05006397680360936,"{""type"":""Polygon"",""coordinates"":[[[38.166666666666664,19.39163998513589],[38.5,19.391639985135892],[38.5,19.652535368607886],[38.16666666666668,19.652535368607886],[38.166666666666664,19.39163998513589]]]}"
831,-0.05187725956615012,"{""type"":""Polygon"",""coordinates"":[[[38.5,19.391639985135892],[38.83333333333334,19.39163998513589],[38.83333333333334,19.652535368607886],[38.5,19.652535368607886],[38.5,19.391639985135892]]]}"
832,-0.051481005770741564,"{""type"":""Polygon"",""coordinates"":[[[38.83333333333334,19.39163998513589],[39.16666666666667,19.39163998513589],[39.16666666666667,19.652535368607886],[38.83333333333334,19.652535368607886],[38.83333333333334,19.39163998513589]]]}"
833,-0.051774110653731595,"{""type"":""Polygon"",""coordinates"":[[[39.16666666666667,19.39163998513589],[39.50000000000001,19.39163998513589],[39.5,19.652535368607886],[39.16666666666667,19.652535368607886],[39.16666666666667,19.39163998513589]]]}"
834,-0.050500138298971375,"{""type"":""Polygon"",""coordinates"":[[[39.50000000000001,19.39163998513589],[39.83333333333334,19.39163998513589],[39.833333333333336,19.652535368607886],[39.5,19.652535368607886],[39.50000000000001,19.39163998513589]]]}"
835,-0.049189218164848905,"{""type"":""Polygon"",""coordinates"":[[[39.83333333333334,19.39163998513589],[40.16666666666667,19.39163998513589],[40.16666666666667,19.652535368607886],[39.833333333333336,19.652535368607886],[39.83333333333334,19.39163998513589]]]}"
836,-0.04825045817485938,"{""type"":""Polygon"",""coordinates"":[[[40.16666666666667,19.39163998513589],[40.50000000000001,19.39163998513589],[40.5,19.652535368607886],[40.16666666666667,19.652535368607886],[40.16666666666667,19.39163998513589]]]}"
837,-0.056129782672431856,"{""type"":""Polygon"",""coordinates"":[[[40.50000000000001,19.39163998513589],[40.83333333333334,19.39163998513589],[40.83333333333333,19.652535368607886],[40.5,19.652535368607886],[40.50000000000001,19.39163998513589]]]}"
838,0.003226285134810408,"{""type"":""Polygon"",""coordinates"":[[[40.83333333333334,19.39163998513589],[41.16666666666667,19.391639985135892],[41.166666666666664,19.652535368607886],[40.83333333333333,19.652535368607886],[40.83333333333334,19.39163998513589]]]}"
839,0.033630439080812397,"{""type"":""Polygon"",""coordinates"":[[[41.16666666666667,19.391639985135892],[41.5,19.39163998513589],[41.5,19.652535368607886],[41.166666666666664,19.652535368607886],[41.16666666666667,19.391639985135892]]]}"
840,0.060363907601722014,"{""type"":""Polygon"",""coordinates"":[[[41.5,19.39163998513589],[41.833333333333336,19.39163998513589],[41.833333333333336,19.652535368607886],[41.5,19.652535368607886],[41.5,19.39163998513589]]]}"
841,0.08085235729229297,"{""type"":""Polygon"",""coordinates"":[[[41.833333333333336,19.39163998513589],[42.16666666666667,19.39163998513589],[42.16666666666667,19.652535368607886],[41.833333333333336,19.652535368607886],[41.833333333333336,19.39163998513589]]]}"
842,0.037749238561588946,"{""type"":""Polygon"",""coordinates"":[[[42.16666666666667,19.39163998513589],[42.5,19.391639985135892],[42.5,19.652535368607886],[42.16666666666667,19.652535368607886],[42.16666666666667,19.39163998513589]]]}"
843,0.03154230917827345,"{""type"":""Polygon"",""coordinates"":[[[42.5,19.391639985135892],[42.833333333333336,19.391639985135892],[42.833333333333336,19.652535368607886],[42.5,19.652535368607886],[42.5,19.391639985135892]]]}"
844,0.03915872586484467,"{""type"":""Polygon"",""coordinates"":[[[42.833333333333336,19.391639985135892],[43.16666666666667,19.39163998513589],[43.16666666666667,19.652535368607886],[42.833333333333336,19.652535368607886],[42.833333333333336,19.391639985135892]]]}"
845,0.026540686808002797,"{""type"":""Polygon"",""coordinates"":[[[43.16666666666667,19.39163998513589],[43.50000000000001,19.39163998513589],[43.5,19.652535368607886],[43.16666666666667,19.652535368607886],[43.16666666666667,19.39163998513589]]]}"
846,0.027457557580420726,"{""type"":""Polygon"",""coordinates"":[[[43.50000000000001,19.39163998513589],[43.833333333333336,19.39163998513589],[43.83333333333334,19.652535368607886],[43.5,19.652535368607886],[43.50000000000001,19.39163998513589]]]}"
847,0.04464864650460316,"{""type"":""Polygon"",""coordinates"":[[[43.833333333333336,19.39163998513589],[44.16666666666667,19.39163998513589],[44.166666666666664,19.652535368607886],[43.83333333333334,19.652535368607886],[43.833333333333336,19.39163998513589]]]}"
848,0.05488641754586303,"{""type"":""Polygon"",""coordinates"":[[[44.16666666666667,19.39163998513589],[44.50000000000001,19.39163998513589],[44.5,19.652535368607886],[44.166666666666664,19.652535368607886],[44.16666666666667,19.39163998513589]]]}"
849,0.05015454664564621,"{""type"":""Polygon"",""coordinates"":[[[44.50000000000001,19.39163998513589],[44.833333333333336,19.39163998513589],[44.83333333333334,19.652535368607886],[44.5,19.652535368607886],[44.50000000000001,19.39163998513589]]]}"
850,0.0515258640238051,"{""type"":""Polygon"",""coordinates"":[[[44.833333333333336,19.39163998513589],[45.16666666666668,19.39163998513589],[45.16666666666667,19.652535368607886],[44.83333333333334,19.652535368607886],[44.833333333333336,19.39163998513589]]]}"
851,0.05724382053852826,"{""type"":""Polygon"",""coordinates"":[[[45.16666666666668,19.39163998513589],[45.5,19.39163998513589],[45.5,19.652535368607886],[45.16666666666667,19.652535368607886],[45.16666666666668,19.39163998513589]]]}"
852,0.06092766128703779,"{""type"":""Polygon"",""coordinates"":[[[45.5,19.39163998513589],[45.83333333333333,19.39163998513589],[45.833333333333336,19.652535368607886],[45.5,19.652535368607886],[45.5,19.39163998513589]]]}"
853,0.06007031924181168,"{""type"":""Polygon"",""coordinates"":[[[45.83333333333333,19.39163998513589],[46.166666666666664,19.39163998513589],[46.166666666666664,19.652535368607886],[45.833333333333336,19.652535368607886],[45.83333333333333,19.39163998513589]]]}"
854,0.05267085646602711,"{""type"":""Polygon"",""coordinates"":[[[46.166666666666664,19.39163998513589],[46.5,19.39163998513589],[46.5,19.652535368607886],[46.166666666666664,19.652535368607886],[46.166666666666664,19.39163998513589]]]}"
855,0.04718788463375632,"{""type"":""Polygon"",""coordinates"":[[[46.5,19.39163998513589],[46.833333333333336,19.39163998513589],[46.833333333333336,19.652535368607886],[46.5,19.652535368607886],[46.5,19.39163998513589]]]}"
856,0.047345032077751974,"{""type"":""Polygon"",""coordinates"":[[[46.833333333333336,19.39163998513589],[47.16666666666667,19.391639985135892],[47.166666666666664,19.652535368607886],[46.833333333333336,19.652535368607886],[46.833333333333336,19.39163998513589]]]}"
857,0.04726237212511599,"{""type"":""Polygon"",""coordinates"":[[[47.16666666666667,19.391639985135892],[47.5,19.39163998513589],[47.5,19.652535368607886],[47.166666666666664,19.652535368607886],[47.16666666666667,19.391639985135892]]]}"
858,0.04698874609762542,"{""type"":""Polygon"",""coordinates"":[[[47.5,19.39163998513589],[47.833333333333336,19.39163998513589],[47.833333333333336,19.652535368607886],[47.5,19.652535368607886],[47.5,19.39163998513589]]]}"
859,0.04210832125649513,"{""type"":""Polygon"",""coordinates"":[[[47.833333333333336,19.39163998513589],[48.16666666666667,19.39163998513589],[48.16666666666668,19.652535368607886],[47.833333333333336,19.652535368607886],[47.833333333333336,19.39163998513589]]]}"
860,0.03622179473486027,"{""type"":""Polygon"",""coordinates"":[[[48.16666666666667,19.39163998513589],[48.5,19.391639985135892],[48.5,19.652535368607886],[48.16666666666668,19.652535368607886],[48.16666666666667,19.39163998513589]]]}"
861,0.03714217243996077,"{""type"":""Polygon"",""coordinates"":[[[48.5,19.391639985135892],[48.833333333333336,19.391639985135892],[48.833333333333336,19.652535368607886],[48.5,19.652535368607886],[48.5,19.391639985135892]]]}"
862,0.0356037406446957,"{""type"":""Polygon"",""coordinates"":[[[48.833333333333336,19.391639985135892],[49.16666666666667,19.39163998513589],[49.16666666666667,19.652535368607886],[48.833333333333336,19.652535368607886],[48.833333333333336,19.391639985135892]]]}"
863,0.03468436576228513,"{""type"":""Polygon"",""coordinates"":[[[49.16666666666667,19.39163998513589],[49.5,19.39163998513589],[49.50000000000001,19.652535368607886],[49.16666666666667,19.652535368607886],[49.16666666666667,19.39163998513589]]]}"
864,0.034652826979449165,"{""type"":""Polygon"",""coordinates"":[[[49.5,19.39163998513589],[49.83333333333333,19.39163998513589],[49.83333333333332,19.652535368607886],[49.50000000000001,19.652535368607886],[49.5,19.39163998513589]]]}"
865,0.03605670472290951,"{""type"":""Polygon"",""coordinates"":[[[49.83333333333333,19.39163998513589],[50.16666666666667,19.39163998513589],[50.16666666666667,19.652535368607886],[49.83333333333332,19.652535368607886],[49.83333333333333,19.39163998513589]]]}"
866,0.037365561565712434,"{""type"":""Polygon"",""coordinates"":[[[50.16666666666667,19.39163998513589],[50.5,19.39163998513589],[50.50000000000001,19.652535368607886],[50.16666666666667,19.652535368607886],[50.16666666666667,19.39163998513589]]]}"
867,0.037958786694797984,"{""type"":""Polygon"",""coordinates"":[[[50.5,19.39163998513589],[50.83333333333334,19.39163998513589],[50.83333333333334,19.652535368607886],[50.50000000000001,19.652535368607886],[50.5,19.39163998513589]]]}"
868,0.04110725636011417,"{""type"":""Polygon"",""coordinates"":[[[50.83333333333334,19.39163998513589],[51.16666666666668,19.39163998513589],[51.16666666666667,19.652535368607886],[50.83333333333334,19.652535368607886],[50.83333333333334,19.39163998513589]]]}"
869,0.044132954577174574,"{""type"":""Polygon"",""coordinates"":[[[51.16666666666668,19.39163998513589],[51.5,19.391639985135892],[51.5,19.652535368607886],[51.16666666666667,19.652535368607886],[51.16666666666668,19.39163998513589]]]}"
870,0.0482923760534842,"{""type"":""Polygon"",""coordinates"":[[[51.5,19.391639985135892],[51.83333333333334,19.39163998513589],[51.83333333333334,19.652535368607882],[51.5,19.652535368607886],[51.5,19.391639985135892]]]}"
871,0.05052148886397062,"{""type"":""Polygon"",""coordinates"":[[[51.83333333333334,19.39163998513589],[52.16666666666667,19.391639985135892],[52.16666666666667,19.652535368607886],[51.83333333333334,19.652535368607882],[51.83333333333334,19.39163998513589]]]}"
872,0.056391240375167614,"{""type"":""Polygon"",""coordinates"":[[[52.16666666666667,19.391639985135892],[52.50000000000001,19.39163998513589],[52.50000000000001,19.652535368607886],[52.16666666666667,19.652535368607886],[52.16666666666667,19.391639985135892]]]}"
873,0.06305431994988604,"{""type"":""Polygon"",""coordinates"":[[[52.50000000000001,19.39163998513589],[52.83333333333334,19.39163998513589],[52.83333333333334,19.652535368607886],[52.50000000000001,19.652535368607886],[52.50000000000001,19.39163998513589]]]}"
874,0.06460907993052364,"{""type"":""Polygon"",""coordinates"":[[[52.83333333333334,19.39163998513589],[53.16666666666667,19.39163998513589],[53.16666666666667,19.652535368607886],[52.83333333333334,19.652535368607886],[52.83333333333334,19.39163998513589]]]}"
875,0.06438819055693616,"{""type"":""Polygon"",""coordinates"":[[[53.16666666666667,19.39163998513589],[53.5,19.39163998513589],[53.49999999999999,19.652535368607886],[53.16666666666667,19.652535368607886],[53.16666666666667,19.39163998513589]]]}"
876,0.06565561174675111,"{""type"":""Polygon"",""coordinates"":[[[53.5,19.39163998513589],[53.83333333333334,19.39163998513589],[53.83333333333335,19.652535368607886],[53.49999999999999,19.652535368607886],[53.5,19.39163998513589]]]}"
877,0.04653689837169742,"{""type"":""Polygon"",""coordinates"":[[[53.83333333333334,19.39163998513589],[54.16666666666667,19.39163998513589],[54.16666666666667,19.652535368607886],[53.83333333333335,19.652535368607886],[53.83333333333334,19.39163998513589]]]}"
